timestamp,power,heart_rate,cadence,speed,altitude,distance,speed_kmh,power_zone,hr_zone
2025-05-08 16:20:38,0.0,92,,0.0,332.6,0.37,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:39,0.0,90,,0.0,359.6,0.56,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:40,0.0,90,,0.0,361.20000000000005,0.56,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:41,0.0,89,,0.0,361.6,0.56,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:42,0.0,89,,0.0,362.20000000000005,0.67,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:43,0.0,89,,0.0,362.6,0.67,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:44,0.0,89,,0.0,362.79999999999995,0.67,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:45,0.0,90,,0.0,362.79999999999995,0.67,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:46,0.0,90,,0.0,362.6,0.7,0.0,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:47,0.0,91,,1.642,362.79999999999995,3.83,5.9112,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:48,0.0,92,,1.819,363.0,5.75,6.5484,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:49,0.0,93,,1.819,363.0,7.61,6.5484,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:50,0.0,94,,1.549,362.79999999999995,9.57,5.5764,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:51,0.0,94,,1.306,362.79999999999995,10.87,4.7016,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:52,0.0,95,,1.306,362.79999999999995,10.87,4.7016,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:53,0.0,96,,1.4,363.0,20.02,5.04,Zone 1 (Active Recovery),Below Zone 1
2025-05-08 16:20:54,0.0,97,,1.4,363.0,24.93,5.04,Zone 1 (Active Recovery),Below Zone 1
